Code,Area,Year,Measure,Value,
E09000033,Westminster,Year ending Jun 2016,Median,"950,000",
E12000001,North East,Year ending Jun 2016,Median,"133,000",
E12000002,North West,Year ending Jun 2016,Median,"146,000",
E12000003,Yorkshire And The Humber,Year ending Jun 2016,Median,"147,500",
E12000004,East Midlands,Year ending Jun 2016,Median,"164,000",
E12000005,West Midlands,Year ending Jun 2016,Median,"165,500",
E12000006,East of England,Year ending Jun 2016,Median,"247,000",
E12000007,London,Year ending Jun 2016,Median,"426,000",
E12000008,South East,Year ending Jun 2016,Median,"285,000",
E12000009,South West,Year ending Jun 2016,Median,"221,860",
E92000001,England,Year ending Jun 2016,Median,"219,995",
W92000070,Wales,Year ending Jun 2016,Median,"146,500",
K04000067,England And Wales,Year ending Jun 2016,Median,"215,000",
E09000001,City of London,Year ending Sep 2016,Median,"800,000",
E09000002,Barking and Dagenham,Year ending Sep 2016,Median,"277,000",
E09000003,Barnet,Year ending Sep 2016,Median,"470,000",
E09000004,Bexley,Year ending Sep 2016,Median,"322,000",
E09000005,Brent,Year ending Sep 2016,Median,"450,000",
E09000006,Bromley,Year ending Sep 2016,Median,"408,000",
E09000007,Camden,Year ending Sep 2016,Median,"737,500",
E09000008,Croydon,Year ending Sep 2016,Median,"331,000",
E09000009,Ealing,Year ending Sep 2016,Median,"460,000",
E09000010,Enfield,Year ending Sep 2016,Median,"375,000",
E09000011,Greenwich,Year ending Sep 2016,Median,"385,000",
E09000012,Hackney,Year ending Sep 2016,Median,"536,209",
E09000013,Hammersmith and Fulham,Year ending Sep 2016,Median,"730,000",
E09000014,Haringey,Year ending Sep 2016,Median,"460,500",
E09000015,Harrow,Year ending Sep 2016,Median,"443,750",
E09000016,Havering,Year ending Sep 2016,Median,"325,000",
E09000017,Hillingdon,Year ending Sep 2016,Median,"390,000",
E09000018,Hounslow,Year ending Sep 2016,Median,"390,000",
E09000019,Islington,Year ending Sep 2016,Median,"605,000",
E09000020,Kensington and Chelsea,Year ending Sep 2016,Median,"1,169,100",
E09000021,Kingston upon Thames,Year ending Sep 2016,Median,"450,000",
E09000022,Lambeth,Year ending Sep 2016,Median,"499,950",
E09000023,Lewisham,Year ending Sep 2016,Median,"387,325",
E09000024,Merton,Year ending Sep 2016,Median,"456,550",
E09000025,Newham,Year ending Sep 2016,Median,"340,000",
E09000026,Redbridge,Year ending Sep 2016,Median,"380,000",
E09000027,Richmond upon Thames,Year ending Sep 2016,Median,"605,000",
E09000028,Southwark,Year ending Sep 2016,Median,"500,000",
E09000029,Sutton,Year ending Sep 2016,Median,"345,000",
E09000030,Tower Hamlets,Year ending Sep 2016,Median,"462,120",
E09000031,Waltham Forest,Year ending Sep 2016,Median,"407,000",
E09000032,Wandsworth,Year ending Sep 2016,Median,"625,000",
E09000033,Westminster,Year ending Sep 2016,Median,"980,000",
E12000001,North East,Year ending Sep 2016,Median,"133,500",
E12000002,North West,Year ending Sep 2016,Median,"148,000",
E12000003,Yorkshire And The Humber,Year ending Sep 2016,Median,"149,950",
E12000004,East Midlands,Year ending Sep 2016,Median,"165,250",
E12000005,West Midlands,Year ending Sep 2016,Median,"168,000",
E12000006,East of England,Year ending Sep 2016,Median,"250,000",
E12000007,London,Year ending Sep 2016,Median,"435,000",
E12000008,South East,Year ending Sep 2016,Median,"290,000",
E12000009,South West,Year ending Sep 2016,Median,"225,000",
E92000001,England,Year ending Sep 2016,Median,"220,000",
W92000071,Wales,Year ending Sep 2016,Median,"148,000",
K04000068,England And Wales,Year ending Sep 2016,Median,"215,000",
E09000001,City of London,Year ending Dec 2016,Median,"831,400",
E09000002,Barking and Dagenham,Year ending Dec 2016,Median,"290,000",
E09000003,Barnet,Year ending Dec 2016,Median,"476,500",
E09000004,Bexley,Year ending Dec 2016,Median,"328,000",
E09000005,Brent,Year ending Dec 2016,Median,"445,000",
E09000006,Bromley,Year ending Dec 2016,Median,"420,000",
E09000007,Camden,Year ending Dec 2016,Median,"735,000",
E09000008,Croydon,Year ending Dec 2016,Median,"338,000",
E09000009,Ealing,Year ending Dec 2016,Median,"465,000",
E09000010,Enfield,Year ending Dec 2016,Median,"385,000",
E09000011,Greenwich,Year ending Dec 2016,Median,"395,000",
E09000012,Hackney,Year ending Dec 2016,Median,"535,250",
E09000013,Hammersmith and Fulham,Year ending Dec 2016,Median,"730,000",
E09000014,Haringey,Year ending Dec 2016,Median,"460,000",
E09000015,Harrow,Year ending Dec 2016,Median,"460,000",
E09000016,Havering,Year ending Dec 2016,Median,"332,000",
E09000017,Hillingdon,Year ending Dec 2016,Median,"400,000",
E09000018,Hounslow,Year ending Dec 2016,Median,"380,000",
E09000019,Islington,Year ending Dec 2016,Median,"620,000",
E09000020,Kensington and Chelsea,Year ending Dec 2016,Median,"1,200,000",
E09000021,Kingston upon Thames,Year ending Dec 2016,Median,"460,000",
E09000022,Lambeth,Year ending Dec 2016,Median,"507,600",
E09000023,Lewisham,Year ending Dec 2016,Median,"387,000",
E09000024,Merton,Year ending Dec 2016,Median,"450,000",
E09000025,Newham,Year ending Dec 2016,Median,"355,000",
E09000026,Redbridge,Year ending Dec 2016,Median,"390,000",
E09000027,Richmond upon Thames,Year ending Dec 2016,Median,"605,000",
E09000028,Southwark,Year ending Dec 2016,Median,"512,750",
E09000029,Sutton,Year ending Dec 2016,Median,"347,500",
E09000030,Tower Hamlets,Year ending Dec 2016,Median,"470,000",
E09000031,Waltham Forest,Year ending Dec 2016,Median,"422,000",
E09000032,Wandsworth,Year ending Dec 2016,Median,"644,000",
E09000033,Westminster,Year ending Dec 2016,Median,"1,024,500",
E12000001,North East,Year ending Dec 2016,Median,"134,950",
E12000002,North West,Year ending Dec 2016,Median,"150,000",
E12000003,Yorkshire And The Humber,Year ending Dec 2016,Median,"150,000",
E12000004,East Midlands,Year ending Dec 2016,Median,"168,000",
E12000005,West Midlands,Year ending Dec 2016,Median,"170,000",
E12000006,East of England,Year ending Dec 2016,Median,"258,000",
E12000007,London,Year ending Dec 2016,Median,"442,000",
E12000008,South East,Year ending Dec 2016,Median,"295,500",
E12000009,South West,Year ending Dec 2016,Median,"229,950",
E92000001,England,Year ending Dec 2016,Median,"224,950",
W92000072,Wales,Year ending Dec 2016,Median,"149,000",
K04000069,England And Wales,Year ending Dec 2016,Median,"219,950",
E09000001,City of London,Year ending Mar 2017,Median,"831,400",
E09000002,Barking and Dagenham,Year ending Mar 2017,Median,"300,000",
E09000003,Barnet,Year ending Mar 2017,Median,"482,951",
E09000004,Bexley,Year ending Mar 2017,Median,"330,000",
E09000005,Brent,Year ending Mar 2017,Median,"450,000",
E09000006,Bromley,Year ending Mar 2017,Median,"425,000",
E09000007,Camden,Year ending Mar 2017,Median,"717,500",
E09000008,Croydon,Year ending Mar 2017,Median,"345,000",
E09000009,Ealing,Year ending Mar 2017,Median,"465,050",
E09000010,Enfield,Year ending Mar 2017,Median,"400,000",
E09000011,Greenwich,Year ending Mar 2017,Median,"401,000",
E09000012,Hackney,Year ending Mar 2017,Median,"530,000",
E09000013,Hammersmith and Fulham,Year ending Mar 2017,Median,"740,000",
E09000014,Haringey,Year ending Mar 2017,Median,"487,500",
E09000015,Harrow,Year ending Mar 2017,Median,"475,000",
E09000016,Havering,Year ending Mar 2017,Median,"340,000",
E09000017,Hillingdon,Year ending Mar 2017,Median,"409,995",
E09000018,Hounslow,Year ending Mar 2017,Median,"380,000",
E09000019,Islington,Year ending Mar 2017,Median,"625,000",
E09000020,Kensington and Chelsea,Year ending Mar 2017,Median,"1,200,000",
E09000021,Kingston upon Thames,Year ending Mar 2017,Median,"472,000",
E09000022,Lambeth,Year ending Mar 2017,Median,"510,000",
E09000023,Lewisham,Year ending Mar 2017,Median,"394,720",
E09000024,Merton,Year ending Mar 2017,Median,"445,000",
E09000025,Newham,Year ending Mar 2017,Median,"367,725",
E09000026,Redbridge,Year ending Mar 2017,Median,"400,000",
E09000027,Richmond upon Thames,Year ending Mar 2017,Median,"610,000",
E09000028,Southwark,Year ending Mar 2017,Median,"520,000",
E09000029,Sutton,Year ending Mar 2017,Median,"353,500",
E09000030,Tower Hamlets,Year ending Mar 2017,Median,"475,000",
E09000031,Waltham Forest,Year ending Mar 2017,Median,"430,000",
E09000032,Wandsworth,Year ending Mar 2017,Median,"640,000",
E09000033,Westminster,Year ending Mar 2017,Median,"1,070,000",
E12000001,North East,Year ending Mar 2017,Median,"135,000",
E12000002,North West,Year ending Mar 2017,Median,"151,950",
E12000003,Yorkshire And The Humber,Year ending Mar 2017,Median,"152,500",
E12000004,East Midlands,Year ending Mar 2017,Median,"172,000",
E12000005,West Midlands,Year ending Mar 2017,Median,"174,995",
E12000006,East of England,Year ending Mar 2017,Median,"265,000",
E12000007,London,Year ending Mar 2017,Median,"445,000",
E12000008,South East,Year ending Mar 2017,Median,"302,000",
E12000009,South West,Year ending Mar 2017,Median,"234,069",
E92000001,England,Year ending Mar 2017,Median,"225,000",
W92000073,Wales,Year ending Mar 2017,Median,"150,000",
K04000070,England And Wales,Year ending Mar 2017,Median,"220,000",
E09000001,City of London,Year ending Jun 2017,Median,"812,500",
E09000002,Barking and Dagenham,Year ending Jun 2017,Median,"302,000",
E09000003,Barnet,Year ending Jun 2017,Median,"500,000",
E09000004,Bexley,Year ending Jun 2017,Median,"332,000",
E09000005,Brent,Year ending Jun 2017,Median,"465,150",
E09000006,Bromley,Year ending Jun 2017,Median,"425,000",
E09000007,Camden,Year ending Jun 2017,Median,"750,000",
E09000008,Croydon,Year ending Jun 2017,Median,"353,595",
E09000009,Ealing,Year ending Jun 2017,Median,"475,000",
E09000010,Enfield,Year ending Jun 2017,Median,"405,000",
E09000011,Greenwich,Year ending Jun 2017,Median,"412,000",
E09000012,Hackney,Year ending Jun 2017,Median,"534,500",
E09000013,Hammersmith and Fulham,Year ending Jun 2017,Median,"750,000",
E09000014,Haringey,Year ending Jun 2017,Median,"505,000",
E09000015,Harrow,Year ending Jun 2017,Median,"490,000",
E09000016,Havering,Year ending Jun 2017,Median,"345,000",
E09000017,Hillingdon,Year ending Jun 2017,Median,"410,000",
E09000018,Hounslow,Year ending Jun 2017,Median,"375,000",
E09000019,Islington,Year ending Jun 2017,Median,"615,000",
E09000020,Kensington and Chelsea,Year ending Jun 2017,Median,"1,300,000",
E09000021,Kingston upon Thames,Year ending Jun 2017,Median,"475,000",
E09000022,Lambeth,Year ending Jun 2017,Median,"510,000",
E09000023,Lewisham,Year ending Jun 2017,Median,"410,000",
E09000024,Merton,Year ending Jun 2017,Median,"450,000",
E09000025,Newham,Year ending Jun 2017,Median,"380,000",
E09000026,Redbridge,Year ending Jun 2017,Median,"410,000",
E09000027,Richmond upon Thames,Year ending Jun 2017,Median,"629,950",
E09000028,Southwark,Year ending Jun 2017,Median,"529,975",
E09000029,Sutton,Year ending Jun 2017,Median,"356,600",
E09000030,Tower Hamlets,Year ending Jun 2017,Median,"478,548",
E09000031,Waltham Forest,Year ending Jun 2017,Median,"435,000",
E09000032,Wandsworth,Year ending Jun 2017,Median,"655,000",
E09000033,Westminster,Year ending Jun 2017,Median,"1,074,150",
E12000001,North East,Year ending Jun 2017,Median,"135,000",
E12000002,North West,Year ending Jun 2017,Median,"152,500",
E12000003,Yorkshire And The Humber,Year ending Jun 2017,Median,"154,000",
E12000004,East Midlands,Year ending Jun 2017,Median,"175,000",
E12000005,West Midlands,Year ending Jun 2017,Median,"175,000",
E12000006,East of England,Year ending Jun 2017,Median,"270,000",
E12000007,London,Year ending Jun 2017,Median,"450,000",
E12000008,South East,Year ending Jun 2017,Median,"306,000",
E12000009,South West,Year ending Jun 2017,Median,"235,000",
E92000001,England,Year ending Jun 2017,Median,"229,950",
W92000074,Wales,Year ending Jun 2017,Median,"150,000",
K04000071,England And Wales,Year ending Jun 2017,Median,"224,000",
E09000001,City of London,Year ending Sep 2017,Median,"835,000",
E09000002,Barking and Dagenham,Year ending Sep 2017,Median,"302,000",
E09000003,Barnet,Year ending Sep 2017,Median,"512,000",
E09000004,Bexley,Year ending Sep 2017,Median,"336,000",
E09000005,Brent,Year ending Sep 2017,Median,"475,000",
E09000006,Bromley,Year ending Sep 2017,Median,"435,000",
E09000007,Camden,Year ending Sep 2017,Median,"768,750",
E09000008,Croydon,Year ending Sep 2017,Median,"360,523",
E09000009,Ealing,Year ending Sep 2017,Median,"488,000",
E09000010,Enfield,Year ending Sep 2017,Median,"400,250",
E09000011,Greenwich,Year ending Sep 2017,Median,"420,000",
E09000012,Hackney,Year ending Sep 2017,Median,"530,000",
E09000013,Hammersmith and Fulham,Year ending Sep 2017,Median,"766,625",
E09000014,Haringey,Year ending Sep 2017,Median,"529,250",
E09000015,Harrow,Year ending Sep 2017,Median,"500,000",
E09000016,Havering,Year ending Sep 2017,Median,"350,000",
E09000017,Hillingdon,Year ending Sep 2017,Median,"415,000",
E09000018,Hounslow,Year ending Sep 2017,Median,"379,725",
E09000019,Islington,Year ending Sep 2017,Median,"617,250",
E09000020,Kensington and Chelsea,Year ending Sep 2017,Median,"1,300,000",
E09000021,Kingston upon Thames,Year ending Sep 2017,Median,"485,000",
E09000022,Lambeth,Year ending Sep 2017,Median,"514,496",
E09000023,Lewisham,Year ending Sep 2017,Median,"420,000",
E09000024,Merton,Year ending Sep 2017,Median,"457,000",
E09000025,Newham,Year ending Sep 2017,Median,"390,000",
E09000026,Redbridge,Year ending Sep 2017,Median,"415,000",
E09000027,Richmond upon Thames,Year ending Sep 2017,Median,"640,000",
E09000028,Southwark,Year ending Sep 2017,Median,"533,500",
E09000029,Sutton,Year ending Sep 2017,Median,"359,950",
E09000030,Tower Hamlets,Year ending Sep 2017,Median,"485,000",
E09000031,Waltham Forest,Year ending Sep 2017,Median,"442,500",
E09000032,Wandsworth,Year ending Sep 2017,Median,"658,065",
E09000033,Westminster,Year ending Sep 2017,Median,"1,050,000",
E12000001,North East,Year ending Sep 2017,Median,"135,000",
E12000002,North West,Year ending Sep 2017,Median,"155,000",
E12000003,Yorkshire And The Humber,Year ending Sep 2017,Median,"155,000",
E12000004,East Midlands,Year ending Sep 2017,Median,"176,500",
E12000005,West Midlands,Year ending Sep 2017,Median,"178,000",
E12000006,East of England,Year ending Sep 2017,Median,"275,000",
E12000007,London,Year ending Sep 2017,Median,"460,000",
E12000008,South East,Year ending Sep 2017,Median,"310,000",
E12000009,South West,Year ending Sep 2017,Median,"240,000",
E92000001,England,Year ending Sep 2017,Median,"230,000",
W92000075,Wales,Year ending Sep 2017,Median,"150,000",
K04000072,England And Wales,Year ending Sep 2017,Median,"225,000",
E09000001,City of London,Year ending Dec 2017,Median,"835,000",
E09000002,Barking and Dagenham,Year ending Dec 2017,Median,"300,000",
E09000003,Barnet,Year ending Dec 2017,Median,"533,500",
E09000004,Bexley,Year ending Dec 2017,Median,"342,500",
E09000005,Brent,Year ending Dec 2017,Median,"499,950",
E09000006,Bromley,Year ending Dec 2017,Median,"440,000",
E09000007,Camden,Year ending Dec 2017,Median,"760,000",
E09000008,Croydon,Year ending Dec 2017,Median,"365,000",
E09000009,Ealing,Year ending Dec 2017,Median,"485,000",
E09000010,Enfield,Year ending Dec 2017,Median,"402,500",
E09000011,Greenwich,Year ending Dec 2017,Median,"420,000",
E09000012,Hackney,Year ending Dec 2017,Median,"530,000",
E09000013,Hammersmith and Fulham,Year ending Dec 2017,Median,"777,475",
E09000014,Haringey,Year ending Dec 2017,Median,"540,000",
E09000015,Harrow,Year ending Dec 2017,Median,"500,000",
E09000016,Havering,Year ending Dec 2017,Median,"350,000",
E09000017,Hillingdon,Year ending Dec 2017,Median,"415,000",
E09000018,Hounslow,Year ending Dec 2017,Median,"395,000",
E09000019,Islington,Year ending Dec 2017,Median,"615,000",
E09000020,Kensington and Chelsea,Year ending Dec 2017,Median,"1,315,000",
E09000021,Kingston upon Thames,Year ending Dec 2017,Median,"487,250",
E09000022,Lambeth,Year ending Dec 2017,Median,"518,110",
E09000023,Lewisham,Year ending Dec 2017,Median,"430,000",
E09000024,Merton,Year ending Dec 2017,Median,"470,000",
E09000025,Newham,Year ending Dec 2017,Median,"390,500",
E09000026,Redbridge,Year ending Dec 2017,Median,"420,000",
E09000027,Richmond upon Thames,Year ending Dec 2017,Median,"650,000",
E09000028,Southwark,Year ending Dec 2017,Median,"530,000",
E09000029,Sutton,Year ending Dec 2017,Median,"367,000",
E09000030,Tower Hamlets,Year ending Dec 2017,Median,"490,000",
E09000031,Waltham Forest,Year ending Dec 2017,Median,"445,000",
E09000032,Wandsworth,Year ending Dec 2017,Median,"654,000",
E09000033,Westminster,Year ending Dec 2017,Median,"1,025,000",
E12000001,North East,Year ending Dec 2017,Median,"135,000",
E12000002,North West,Year ending Dec 2017,Median,"156,000",
E12000003,Yorkshire And The Humber,Year ending Dec 2017,Median,"155,000",
E12000004,East Midlands,Year ending Dec 2017,Median,"180,000",
E12000005,West Midlands,Year ending Dec 2017,Median,"180,000",
E12000006,East of England,Year ending Dec 2017,Median,"277,000",
